"","X1","X","C1","C2","Ylin1","Ylin2","Ylin3","Ylin4","Ybin1","Ybin2","Ybin3","Ybin4","Ybin5"
"813",813,0,-1.7944065960662,-1.93675585476421,-0.117715621184295,-1.68156956113278,0.482264469832077,-0.285974303445257,0,0,1,1,0
"814",814,0,-0.952489677492842,0.576153838582273,-0.123757458666407,-0.523988212275287,-0.477534000326686,-0.55104447204449,0,0,1,0,0
"815",815,1,0.0787156720385648,0.716765634160117,-0.415862497264461,-0.57033180459825,-0.381959880876039,-0.493418967509874,1,1,0,0,0
"816",816,1,2.53533830776059,0.0991006905259223,0.572244158098906,-0.719100523054191,-0.279436033053373,-0.0418602631826741,0,0,0,0,0
"817",817,0,0.52982265307439,0.864438650699736,-0.0942400802979363,-0.582761235228716,1.46103923572604,0.590278509644947,0,0,1,0,1
"818",818,0,1.68171129264257,-0.230365203135438,0.151586359303606,0.0976831803612528,-0.351845385222418,-0.882150219476083,1,0,0,0,0
"819",819,1,0.274635078120579,-1.34499100221909,-0.227547995571132,0.271659735539897,1.15754225918413,-0.38897871403907,0,1,1,0,0
"820",820,0,-0.395204076589233,0.373988482049301,0.298746573511456,-0.291479971676067,0.967100471324687,-0.352873207418161,0,1,1,1,0
"821",821,0,-0.0830983350626299,1.63128481528906,-1.50317840955024,-0.342348112094014,0.040645268861184,-0.753607400626461,1,0,1,1,0
"822",822,0,0.738154904959655,-0.0466782131631532,0.344219348044929,0.689921826653938,0.968750767395383,-1.40932908750722,1,0,1,1,0
"823",823,1,0.383593597806994,-1.0204423608668,0.0229655338735694,0.122378804382363,0.922937848156668,-0.195752719740337,1,0,0,0,0
"824",824,1,0.244536393798098,1.01996026906457,0.800779155633348,0.930212078557055,0.656770158231524,-0.449175102110841,1,1,1,0,0
"825",825,0,-0.186753980213809,-0.457971794536666,-1.13788333410884,-0.250676371087345,0.431877763855756,0.016846849785318,0,0,1,1,0
"826",826,0,0.18713148003042,0.899106230496064,-0.117747844390512,0.226673050444552,0.333037028187001,-0.354196275394725,1,0,0,0,0
"827",827,0,0.73929226304682,-1.478323465465,0.0466386750887903,-0.475178384706731,0.163221628711684,-0.130394159498044,0,1,1,1,0
"828",828,0,-0.594657785922605,-0.18894447125675,-0.961110488820222,-0.271580704558828,-0.0535470051226442,-1.3883359080732,0,0,1,1,1
"829",829,1,0.702701192237676,0.350794836657002,-0.595195055964268,0.899551617714897,1.08234811791907,-0.12466653492676,0,1,0,0,0
"830",830,0,-1.16891230733917,0.0883600005764801,-0.327963822038888,-0.00272537838531554,0.786665289858209,-0.939110612809769,0,0,0,0,0
"831",831,0,-0.578070101754874,0.144753701997133,-1.36569215666623,-1.33391837925078,0.266788477622967,-0.301125434329937,1,1,1,1,0
"832",832,0,-0.100047594256114,1.51850209317937,0.329388848437387,0.092417462978132,0.856488387527134,-0.694709947772746,0,1,0,1,0
"833",833,1,1.34827746849814,0.447445452235159,-0.511439117341274,2.09258163290747,-0.706255486432956,-1.59898650890594,0,0,1,1,0
"834",834,0,-1.44019561603478,0.158308959005146,-0.102303974677216,0.0195732492462897,0.0201307537796777,1.26674216951889,0,1,0,0,0
"835",835,0,-1.71342369955433,-1.12572093236096,0.740936252992116,-0.191889153860049,0.626242323313656,1.56579484237646,0,0,1,1,0
"836",836,1,-1.03805244828641,0.276620473803979,0.7513742199686,-0.531789915090835,0.661068239435184,-0.230378085330242,0,0,0,0,0
"837",837,0,-0.25211495460869,-0.0100382020782007,-0.160241188616415,2.38851381456947,0.56776086289505,-0.348496085480095,0,0,1,1,0
"838",838,0,-0.14740947478864,0.620309659458881,0.995224865101843,0.190879675221385,0.547676944822758,0.609170243826735,0,0,1,1,0
"839",839,0,0.634153639902722,-0.1331103517615,0.239568462258184,0.071531096416114,-1.43580037178936,0.196579759553074,0,0,0,0,0
"840",840,0,-1.65916862751468,-0.821576009925946,0.556260026670674,0.000982267445094604,0.694945246382409,-0.951589611649734,1,0,0,1,0
"841",841,1,-0.848506110724928,0.246649387491562,-0.759872592716096,0.886651465130402,0.647082630845021,1.00733646431198,1,1,0,1,0
"842",842,0,-0.116900075504216,-0.260831444645501,-0.586886810595571,0.840395141798315,-0.957443080464804,1.18986211373147,1,1,1,1,0
"843",843,0,1.51043112174644,0.756585396239214,-2.87944139893164,-0.882321934315232,-0.0414333461138569,-0.343638895537533,0,1,1,0,0
"844",844,0,-0.552491228801922,-1.74208133790057,0.153798713250669,-0.67109734447379,-0.842503913580329,0.21750008140446,1,1,0,0,1
"845",845,1,-1.95901096669694,1.54467361316083,0.668542675551888,0.551461623901732,0.0636093577414739,-0.116264134462024,0,1,0,0,0
"846",846,1,-2.20399050849462,0.581629289033161,-0.657023402323335,0.106555173246766,-0.972901504142692,0.489797740776983,0,0,0,1,0
"847",847,0,-2.17051883593647,-0.219523901664663,-0.901883595661858,0.281232525495024,0.777585724769919,-1.03034115544822,1,0,0,0,0
"848",848,1,-1.01635742180385,-0.287526662824475,-0.0859339742161809,0.788823313460576,-0.409648451600846,1.16683057622921,1,1,1,1,0
"849",849,1,-1.14919156655646,0.945613705699657,-0.0606962022465489,-0.164579906626932,-0.531208508311887,-0.437973362356176,1,0,0,0,0
"850",850,1,-1.1005217956341,0.621874189250769,0.823103481178505,-0.755003948055,-0.504222180590626,1.05946600372798,0,0,0,1,0
"851",851,0,0.0615095739474456,0.305113702218826,-0.176849673712013,1.10327316981666,0.341083306609881,1.90853532178574,1,1,1,1,0
"852",852,1,-0.145144097420864,-0.242660487640063,0.371277635968421,1.48569593077064,0.921883689502795,1.51873224733618,1,1,1,0,0
"853",853,0,-0.63520005525519,-0.258287080122064,-0.153329258584078,-0.574835252698955,-0.677938281888777,-0.168470044919595,1,0,1,1,0
"854",854,1,-0.188022918082238,1.45856958253112,0.446511281005936,-0.719973983100546,1.22700703243871,-0.624794493878767,1,0,0,0,0
"855",855,1,-0.729334907094536,2.07513740544038,0.230991998471515,0.247018584408356,-1.88375200205141,1.18076426080339,1,0,1,1,0
"856",856,0,-1.72671796924422,-0.296188103976916,0.704887288775095,-0.123144994545838,0.654323198591272,1.55828097292672,0,0,0,1,0
"857",857,0,-0.447374156564016,0.109233776168229,0.211488412104764,0.252311542554278,-0.062895592194063,-1.40725661252153,0,0,1,1,0
"858",858,0,0.600695400958471,0.922304258849473,-0.423965429872362,-0.887441068231695,0.395996986228496,0.128821940393083,0,0,1,0,0
"859",859,1,0.162613078087989,0.380679780917406,1.17772685024707,0.140125475921802,-0.0835778024264115,1.01156060339067,1,1,0,0,0
"860",860,1,0.701758095000732,-0.731806755617575,-0.426122794165762,0.47443993316332,-0.477448496999459,-0.700095647969044,1,1,1,0,0
"861",861,0,-1.28880701250773,-0.138823130750283,0.596292530088786,1.61864113918562,-0.334396173442535,1.05409644104927,0,0,1,1,0
"862",862,0,-0.418771320677138,0.568733486027678,-0.464139051579101,1.21708607625877,0.105892711234502,0.574674630506499,0,1,0,0,0
"863",863,1,-0.765106037040497,0.885635910081513,0.626016529773978,1.54749949251699,1.0542770480495,0.70713081715463,0,1,0,0,0
"864",864,1,-0.302051169641318,1.16313744571796,0.657888924681186,0.0751652696378881,-1.93325884310623,0.666495490870183,1,1,1,0,0
"865",865,1,1.26121035854672,-0.461489131663069,-0.817426740039361,-1.66230191797753,-2.38165245553056,-0.598173852753485,0,0,0,0,0
"866",866,0,0.318919808548701,-0.58997998533742,-0.0898862731248535,-0.725097599464044,0.0936940535641062,-0.0580791965891661,0,0,0,1,0
"867",867,0,0.292059568358112,-0.343650723943876,1.73157485521944,1.40063756433575,-0.494057260996338,0.377531199070197,1,0,1,1,1
"868",868,1,-1.1684397734475,-0.499814279334884,-1.49705342916098,-1.14180079338789,0.442881055764919,0.276583292096106,0,0,0,0,0
"869",869,1,0.433355070474098,1.36021166328429,-1.27231768903682,-0.698971006500472,-0.481584782371481,0.275434311507389,0,0,1,1,0
"870",870,0,0.732039358185616,-1.15396964066809,-0.860775763905624,-0.0724486538063431,-1.89677052182423,0.126677010282594,0,1,0,0,0
"871",871,0,-1.36898192066292,1.77153861916946,1.24467003118911,0.344424312961376,-0.602690706615279,-0.0598222686587422,1,0,1,1,0
"872",872,1,1.65878270585769,0.189643259269245,-1.12760055072333,2.12163837332261,-1.41110407752552,0.849106773819371,0,1,0,1,0
"873",873,1,-0.194038547221325,-0.550073183295275,-0.383700134453925,0.962650803852909,-1.21735189594507,0.824716119269003,0,1,0,1,0
"874",874,0,0.260678493036186,0.836557963510069,1.87669132956268,-0.922137221014004,-0.618745697681481,-0.0847266232954842,1,0,0,0,0
"875",875,0,-1.63513596179593,-1.07972420479646,-1.838030614741,0.858882252590867,-0.141776223040936,1.83091509298063,1,0,0,1,0
"876",876,0,0.227940049041816,-0.220038821728809,-1.58514224760451,-0.223208198536518,-1.39487748470991,-0.733180605160802,1,0,1,1,0
"877",877,1,-1.34835632751794,-0.0195140433370348,0.166300452464928,0.601668583923305,-0.530436699196309,2.54883585876083,1,1,1,1,0
"878",878,1,0.629503713403965,0.463074276259164,1.49073293613696,-1.0000235077628,0.57643400277253,0.912247997880609,1,1,1,0,0
"879",879,1,0.150170537267336,-0.447206123668008,-0.547874281517065,-0.785827336724552,-0.661020118022638,0.427808246303356,0,0,0,1,0
"880",880,0,-0.244851863433937,-1.21537240287584,-0.353461664194799,1.33067422559618,0.0195927913805105,0.15751640291826,1,1,0,1,0
"881",881,0,1.47791098553399,-1.52044906277282,0.447694386738773,0.564913290918817,-0.140533460028933,2.10290865756523,0,1,0,0,0
"882",882,0,-0.0681951919797574,-0.473033501764562,-1.26171324920153,0.337427079734713,-0.252735826959043,-0.589237149838192,1,1,0,1,0
"883",883,1,-1.75021937178382,1.142227168691,1.22693253403946,1.22134663596805,0.361939393315654,-0.195742846881256,1,1,1,1,0
"884",884,0,0.139939928992576,0.0558176405764663,0.879249494646162,0.692375267336712,1.0518858500119,1.29376426531782,0,1,1,0,0
"885",885,1,-0.865904988869122,-0.397815219659813,-1.65733701856988,-0.219445795852882,-0.4923034951282,-0.252774119112695,0,0,0,1,0
"886",886,0,-0.397754798429233,0.231939748450985,-0.32573354861237,-0.361192265423346,-1.33182742797465,-0.744209018289192,0,1,1,1,0
"887",887,1,-0.793041691341564,0.280076155801261,-0.239238100883623,0.934811190785453,0.0287645202399918,-0.336613620412607,0,1,1,0,0
"888",888,1,0.98225225457114,0.110357329726355,-0.0747693466327165,-0.680448833067554,0.849431146307339,-1.11481992384014,1,1,1,0,0
"889",889,1,-1.88523091846249,-0.92466998356958,1.59265165974181,-1.02408076234987,-0.703116105483927,-0.0311056360640713,1,0,0,0,0
"890",890,1,-2.84043849837646,-0.339206121436051,0.689953190013637,1.33618730179223,0.355233107453892,-0.0480906650950538,1,1,1,1,0
"891",891,0,0.304584743740984,0.926004446683388,1.09318261885875,-1.75761887386812,0.137219418146805,-0.517785890154561,1,0,1,1,0
"892",892,1,0.139522010813171,0.0937079719423049,0.120798308518434,-0.790371920317721,1.24302887725591,-1.01684335239795,1,1,0,1,0
"893",893,0,0.616347888413349,-0.878808195581566,0.126821855565333,-1.66748928323479,-0.191354532406153,0.293732895473382,1,1,0,1,0
"894",894,0,0.645113919646472,1.12695177964689,-0.66636214014937,-2.24767615763783,1.26122211610091,0.294872004868664,1,1,0,1,0
"895",895,0,0.660683341108711,0.269068261171936,-1.06894981310141,0.540513884071604,-0.947782158927649,0.936063201717314,1,1,0,0,0
"896",896,1,0.0180588409392845,-1.04161451936911,-0.000772252938036531,-0.0780104613138507,-0.197854944567487,-0.36374698405881,1,1,0,0,0
"897",897,1,-2.0462889278173,-0.308253530515757,0.0820500028580928,-1.09014751142831,-0.952135017775201,1.01763700539097,1,1,1,0,0
"898",898,0,-0.180242843291003,0.0822591830604994,-1.88310673149738,-1.88526013359668,-0.57312660733369,-0.556713697873962,1,0,0,0,0
"899",899,1,-0.458605984581692,0.480973952073791,1.16533722942216,1.24309755640047,-0.99831487096015,0.060820055847906,1,0,0,1,0
"900",900,0,2.48529312783223,-0.839595659665729,-0.61474918748315,-1.13452414779225,-1.69299787211809,-0.57722514810563,0,0,1,1,0
"901",901,1,-2.10919378791602,0.667727021246838,0.183132236171433,0.854668042967493,0.957610655172468,-0.66713574628292,1,1,1,1,0
"902",902,0,-0.775578094656462,-0.622307704804565,-1.18536345122363,0.632465431315363,-0.255834752439792,-0.357563983232167,0,0,1,1,0
"903",903,0,-1.22792227211239,-0.705230862973256,-0.122439755045425,0.315412489511407,-0.470398675653322,1.19700414879718,1,1,0,1,0
"904",904,1,0.7317351686853,0.181611254081797,0.397979145623087,1.37260466394587,-0.64561599631371,1.47425046723403,0,1,0,1,0
"905",905,0,0.79530128754302,-0.39563626615852,0.363351438028941,1.23251105084915,-0.517939263155287,-0.384717567803738,0,1,1,0,0
"906",906,0,-0.669103968569237,-0.845701389550026,2.20394660703584,0.735076212941035,-1.93041025589076,0.288158257449983,0,1,0,1,0
"907",907,1,0.531355224074477,0.735821806042613,2.49363375262622,0.917812590815889,0.656770158231524,-0.83067787339287,1,0,1,1,0
"908",908,1,-0.0643745142556938,-0.335521999748128,1.53733932654398,-1.79374383303459,-0.0671980513960272,0.506731178641594,0,1,0,0,1
"909",909,1,-2.03060508073679,-0.816158529481866,0.407846433194169,-0.511518977386281,0.402286950502161,0.863494875549913,0,1,1,1,0
"910",910,1,-1.00906888479453,-1.14659715766049,0.880711269550471,-2.12643725198059,-2.27936285994672,1.60020295562516,1,1,1,0,0
"911",911,1,-2.04449134411823,0.696037642253908,0.0961586591143925,-0.593952953815519,-1.10861941288593,-0.511897819703139,0,1,1,0,0
"912",912,1,-1.73096602066841,1.92574156045891,0.894914022379578,0.514594326841825,0.26272170043984,0.291159955033779,1,0,1,1,0
"913",913,1,-0.966899050328218,-1.92262525656612,-0.127845407481947,0.446247035222553,-0.561936721941517,-0.730928248524011,0,1,1,1,0
"914",914,1,-0.159621176159119,-1.09414427203747,1.1320266354873,-0.0127908431212793,-0.282188678515425,1.63984078786804,1,0,0,0,0
"915",915,0,1.04972335175711,-0.602529007626447,-0.611990454702074,0.72121758048579,0.117293214609921,-0.125569242332687,1,1,1,0,0
"916",916,0,0.437843444309241,0.777106037244346,1.66959971607874,0.343832774126335,-0.326597029810551,0.15515316740312,0,1,0,0,0
"917",917,0,1.52736919881913,-1.54021912471186,-1.47128805491354,-0.0390530071475117,-2.47617443119241,-1.79239989982381,0,1,0,1,0
"918",918,0,-0.637302254241723,-0.107052768522587,0.765463198424368,1.0059356786822,0.523263720040703,0.607995085314855,1,0,1,1,0
"919",919,0,0.096577602335318,-0.341601972368211,0.283604848481612,-0.649632345263626,-1.26114425767238,0.67840831115153,0,0,0,0,0
"920",920,1,0.142560876922597,-1.16474717129496,-2.04502639884809,0.176324279596487,-0.0984395682216441,0.146113007298542,1,1,0,1,1
"921",921,1,1.72254591566669,-0.681545009568377,1.05436483626625,2.29194865033305,0.26497663290075,1.29208721104676,0,0,1,0,0
"922",922,1,-0.40777448047884,0.926435280179193,0.320306717230893,0.343610582779386,0.019643304401443,-0.915457202663876,0,0,1,0,0
"923",923,1,0.636090481848708,0.731768243731151,1.39687625019664,-0.437318025682894,-3.23873065463696,0.263475026623667,1,0,0,1,0
"924",924,1,1.25773097642913,-0.239811181730248,0.599415318687431,0.262352042265261,0.0777905825345322,-0.174863445879791,0,1,1,0,0
"925",925,1,-1.51258355883973,-1.05003128452451,0.165538000792597,0.546782076969394,-0.141893606842545,0.129062297532619,1,0,1,0,0
"926",926,0,1.07774009668942,1.76737473093685,1.35767289078689,-0.114134576591028,-0.0658847441862787,1.63604968782389,0,0,1,1,0
"927",927,1,1.11296473509809,0.788850189027954,-0.451494535446178,-0.188061029422197,0.389371194798477,0.849958596984846,1,0,1,1,0
"928",928,1,-1.30060055887264,-1.37439292336865,-0.120303843840139,-0.217516191772017,0.162409402054649,1.41564387681139,1,0,0,0,0
"929",929,0,0.959254952983149,-0.492490004286423,-0.0997299057482661,-0.930679917731711,2.39115175828373,0.770869807198807,0,0,1,1,0
"930",930,0,-0.934998740657333,1.67471394499199,0.520452446060787,0.0166642734600056,-0.352826599471938,-1.96785433036573,1,1,0,0,0
"931",931,0,0.03788290144425,-0.222220066419254,-0.167198242187924,-1.03978685692351,-2.5403363155961,-0.332828425681361,0,0,0,0,0
"932",932,0,0.382391812075525,-0.0234212893085874,0.214958970566332,-0.429411783759612,0.530538669893191,-0.22083752789713,1,0,0,1,0
"933",933,1,1.00932613906821,0.0640926900194136,-0.608223049016594,-0.865679606763944,0.374241249502471,-1.09432098131626,0,1,1,0,0
"934",934,1,-0.641642351911422,0.613944119600223,-0.157409071888131,0.0795458587605641,0.670273485326236,0.514240869571836,0,1,0,1,0
"935",935,0,0.125586692673266,-0.869544670714643,0.24589806170384,0.539709583219955,0.570373053323404,0.577052112560632,1,1,1,1,0
"936",936,1,1.47874795546909,1.0937053263911,1.71946191491547,0.978864833414688,0.148392295289926,0.855701774254567,1,1,1,1,0
"937",937,1,2.01398102456531,1.30231817570651,1.03132440571411,0.180285749644372,0.756211765010686,1.73593496346393,1,1,1,0,0
"938",938,1,0.135043097239468,-0.270456233512307,-0.076967879884867,0.0643545817138125,-0.316834058885917,-0.987943582688441,1,0,0,0,0
"939",939,0,0.752154418939845,-1.72488293439685,-0.305542497885857,0.988363065971354,-0.516786266589141,0.992907829520076,0,1,0,0,0
"940",940,0,-0.583681980477189,0.0499099600125813,-1.38288990103099,-0.0966773388675443,-1.42989643862371,1.34559136846093,1,0,1,1,0
"941",941,1,0.129972901622835,0.680659235551025,0.729154100441646,0.530548327478761,0.12631970034608,0.945012818979051,0,1,1,0,1
"942",942,0,-1.03773082358932,0.0950263279422162,-2.0886680904698,0.533757099899772,0.718549498822037,0.184929583903868,1,1,1,1,1
"943",943,1,0.060767166924002,-0.195422533362562,-1.42914346865389,1.20743433094947,0.819039481067065,1.09211849587708,1,1,1,1,0
"944",944,1,-0.96075755357692,0.473918832113911,0.158156531228109,0.301868987832324,-0.742824541140459,0.753674738011937,0,0,1,1,0
"945",945,0,0.730521811855985,1.1725362900642,0.409959074952557,-1.19917506105636,-1.80732064598097,0.195325851992322,0,1,0,0,0
"946",946,0,-1.1062492963753,-0.808486652761487,-1.01894202128102,0.0506466445534963,0.688436541478273,0.58211373632917,0,1,0,0,0
"947",947,0,-1.31281507904957,-0.311225754243627,1.29909747742971,0.0662298349385116,0.0209583832763111,0.86846129169683,1,1,0,0,0
"948",948,0,-0.382956230544238,-0.57925503584167,0.488397129882846,0.789433913557884,0.87740218324845,0.296268708151099,0,1,1,1,0
"949",949,1,-0.0734059162847302,1.24375617945123,0.00658407345910279,-0.174815916832204,0.74958380927991,0.564323013288511,0,1,0,0,0
"950",950,0,-1.31842256423698,0.815096655967064,0.0192865126298312,0.854628060344599,0.201523388843814,1.48553627947184,0,0,1,0,0
"951",951,0,0.0773667656440419,-0.591957137070685,1.77892608224639,-0.013712328133369,0.702033968258733,0.473425625179358,0,0,1,0,0
"952",952,1,1.34299638927948,0.330263297900883,-0.472805311612489,0.830165756128062,-0.556237600633271,-0.558549949411774,1,0,0,0,0
"953",953,1,-0.65132224498855,0.279521312552782,-0.137236879096648,1.4253836097081,1.16712968488506,0.49741462134505,0,1,1,1,0
"954",954,1,-0.793727455647453,2.12083334051163,0.3674294728841,-0.928013905642065,-0.168884362230512,-0.458481918247813,1,0,1,0,0
"955",955,0,0.925035954223166,-1.90256077806637,-0.628033176548798,-1.48264805018079,0.582967187956812,0.847696157861624,0,1,1,1,0
"956",956,0,0.269043892895661,-1.66293576944214,0.442154992484638,-0.277141920516672,1.1829877186382,0.481901396032263,1,1,0,1,0
"957",957,1,1.06915972353508,-0.970608303673151,0.0673704113769615,-0.676039227440374,-0.336668224671517,-0.578858225544864,0,1,0,1,0
"958",958,0,0.353906793336537,0.520632103755378,0.998637044706108,-0.586258942487693,-0.253779128170879,0.484721469544577,1,1,1,1,0
"959",959,0,0.218046530098958,-0.232119856021861,-0.951727795691145,0.505293555950028,-1.1000094578777,-0.8782781186614,1,0,0,1,0
"960",960,1,-0.399498314428513,-0.454964668311935,0.683832215316156,2.68158541793696,0.497893022548329,0.387539599536072,0,0,1,1,0
"961",961,0,0.311931305804686,-1.62593361801705,-0.914738498602365,-1.23941568019363,-1.24567368585621,-0.476114586516179,1,0,1,1,0
"962",962,1,-0.0564222826972414,-0.695545312790143,-0.750110136381728,0.142213097806567,-0.320141137053702,-1.61220753938856,0,1,1,0,0
"963",963,1,1.8809741002996,1.19896018692391,1.94773114030816,-0.459620116559686,-0.807041473689446,-1.29451394007251,1,0,1,1,0
"964",964,1,-0.424526688805908,0.30243122184379,-0.0773205621835064,-0.827385512406281,-1.503590413571,0.328129679548758,0,0,1,0,0
"965",965,1,1.6437459957508,2.32007826966958,0.605945052554495,-0.13640043782394,0.489928162443068,0.316538761957813,0,0,1,1,0
"966",966,1,-1.91773599883906,0.749272489338329,1.38701329099956,-1.30317849314004,-1.50836845198445,1.76125208457275,0,1,1,0,0
"967",967,0,-0.377059000661846,0.388916635160507,-3.06772800646654,-0.306317203639178,-0.374457256955731,1.66019762019378,0,0,0,1,0
"968",968,1,-1.71638650574789,-0.428303168896877,-0.619420109813656,0.129936156619502,0.381697080520971,-2.48362162939471,0,1,0,0,0
"969",969,0,0.194240494429166,1.05501855357767,1.27312340658806,1.96150536218534,2.75189068679517,0.97543403426294,1,1,1,1,1
"970",970,0,-1.10453502748922,-0.714105740196834,-1.67176900344461,-0.476142746721603,-1.67299601801699,0.747731094932462,0,0,0,0,0
"971",971,0,0.703867429145399,-1.58381579719755,-1.16979836909767,-0.754846937024899,1.83593667460941,1.41356970033105,1,0,0,0,0
"972",972,0,0.87637518711016,0.83784495157849,0.0048578625718137,0.262000805229174,1.4763450735009,-0.00617094806417125,0,1,0,1,1
"973",973,0,0.424135341414887,0.101086790261653,0.54748065421931,-0.194474600282029,-0.707076613738339,-0.46743990076145,0,1,0,1,0
"974",974,0,0.995419461088123,-0.836233911354606,-0.273635198329541,0.728069781060433,1.20836896201759,-1.9116684635443,1,0,1,0,0
"975",975,1,0.523701086981954,0.456636915685912,-0.578092808053763,-0.550671763931038,-0.00533349276138527,-0.779630901195159,0,0,0,1,0
"976",976,0,1.00387462145412,0.6322061794294,1.33595014613721,0.84864949937333,0.19486722102566,-1.15949566287752,1,0,1,1,0
"977",977,0,1.52454371668135,-0.940915779907,0.512714247033162,-0.163422662828112,0.721561528715915,-0.573916080501102,1,1,0,0,1
"978",978,1,-0.301102737279872,-0.194587182206664,1.19047646481428,-0.0026733867312507,-0.460696430213761,1.54348040731783,0,0,1,1,0
"979",979,0,-0.559863342360604,1.24915566437029,0.0371228725066889,-0.0333697962678427,0.973290118488896,-0.592688152384032,1,1,0,0,0
"980",980,0,-0.0925715702642682,-0.25042958092769,1.1532816780051,-1.53858541266058,-1.02247349390409,1.52508954235401,1,1,1,0,0
"981",981,1,-0.979399093163997,0.050706607415404,1.65621222151988,1.59340088950264,0.627281870179047,-0.353082500537593,1,1,0,1,0
"982",982,0,0.296918251540687,-0.46403596832328,-0.00657063501262008,-1.34273100173832,0.491931488569114,0.156356195982297,1,1,1,0,0
"983",983,0,0.189651234586561,-0.544307589569797,-0.824899604422986,-0.884155291522432,0.318124096801957,-1.78899231968039,0,0,1,1,0
"984",984,0,1.95079354201586,-0.21643265983067,-0.101918955068334,1.83404353509968,1.64792205707145,-0.083656810502161,1,1,1,1,0
"985",985,0,-0.00226159230328825,-0.418896071406188,0.488595167314053,-0.0699467510985293,-1.03306295893373,-1.47112674775606,1,1,0,0,0
"986",986,1,-1.17348007911333,0.104696120820311,0.37950934755134,0.446287478311957,-2.20079025821179,0.823322699702543,0,0,0,0,0
"987",987,1,1.09061111091011,-0.488595615568265,0.366474759159979,1.58548420091125,-1.71038561136263,1.18425995622603,1,1,1,0,0
"988",988,1,-0.714458809586786,-0.473362506561613,1.03493339222011,-0.519433861121919,1.60592145422225,-0.124589247484638,1,1,1,1,0
"989",989,1,1.62230787114678,1.04203035836234,-0.206977124929112,0.866958635782942,-0.534759007142855,-1.13829048156419,1,0,0,0,0
"990",990,0,-0.564056101129526,1.5621751132417,-0.134871876077233,-1.13200716652879,1.22007673287384,-0.866227155470986,0,0,1,1,0
"991",991,1,-0.225341340321548,0.274118921442581,0.621273548598994,-1.08780787408604,0.0984538503896879,-0.418637169561591,0,0,0,0,0
"992",992,0,-0.742723606769397,1.8961118557688,0.0188101784289316,0.364778430680024,-0.853600866892341,-1.54719924845046,0,0,0,1,0
"993",993,0,-0.0591971814925,1.32595897416739,-3.00623748659001,1.42363531245022,-0.382606583123012,-0.39178909926361,0,0,1,0,0
"994",994,0,0.322058950677197,-0.302628910747074,-0.0367085293935854,-0.817410856218013,-0.840995929678807,0.433302965868326,0,0,1,0,0
"995",995,1,0.834356023079949,0.200234257214329,0.684129478438539,0.928816189129992,0.969979207600605,0.0676272501294723,1,1,1,1,0
"996",996,1,1.05282810648347,0.0599257158710223,-1.16757007595546,0.0332797829580755,0.427400590563083,-2.6598136872371,1,0,0,0,0
"997",997,1,-1.74474737024735,-0.413610010224912,0.261260527114894,-0.150398591982373,0.252483149380748,0.767199346253614,0,1,0,1,0
"998",998,1,1.33492823088766,0.11808946062348,1.7971313671296,0.0399000536316066,-2.82212277528485,-0.280636378867495,0,1,0,0,0
"999",999,0,0.291670811197267,-1.48614874631027,-0.351525577755415,1.24058188689406,-1.52135359719037,-1.68828834570179,0,1,1,0,0
"1000",1000,1,-0.189632541806025,0.102277911984354,1.35968503781537,-1.03156135255975,0.856298258615034,-0.724924971669026,1,0,1,1,0
